-88.190739,546.794940,-603.608316,460.737614,503.945573,936.615166,587.731140,-433.378543,261.614269,-156.967072,131.001661,314.023515,575.566567,432.338666,-548.033187,827.954373,-660.609415,-173.181091,-311.106839,740.167940,210.307342,876.611624,515.494725,-937.094418,913.478021,528.432517,-934.125306,767.394579,-322.414711,741.669910,-794.887299,589.394551,288.464849,-398.495614,50.132164,-207.589579,-461.880449,-362.136696,359.031878,799.733820,480.896231,-509.966462,113.757334,56.462798,922.372204,565.724148,-115.582829,-738.237211,-607.456944,573.310332,-998.069272,602.850399,449.921955,517.425452,665.755980,363.399976,45.857969,731.630675,130.794554,723.443258,473.300584,335.907255,312.837809,-238.234568,937.411641,-637.030028,554.175853,-524.468809,0.833276,-86.792270,-724.734989,-518.270493,403.241268,389.022345,538.192305,325.613471,-45.253507,-577.390525,587.376260,347.289550,995.919808,589.306989,-49.860052,445.841762,106.732440,-384.104073,-190.758263,-847.409592,-652.473398,940.036291,876.033667,820.827186,275.943545,188.871475,-417.407383,213.355186,551.841448,-863.231531,688.886377,-447.325277
49.976198,964.151388,34.404230,-546.782534,353.173733,-427.403467,778.830937,-692.079775,-4.793991,366.207197,655.209775,-8.874184,-44.485815,-394.650278,-563.032423,-937.753377,221.245650,246.209315,-785.162968,568.772252,186.245605,-909.129301,389.599438,-537.810851,279.742174,972.192055,675.544335,-168.416379,-891.039477,364.430712,384.258344,158.936722,328.582099,-581.337427,612.154188,-318.244168,-8.740893,390.985124,-10.323942,986.465116,-242.807679,-355.114168,-22.409069,712.706505,250.235554,414.558509,774.953130,-528.518797,-339.232177,989.790162,-959.746546,847.013428,-919.339140,429.852891,-690.797424,360.403035,402.044946,984.746912,-808.013345,511.005469,349.177624,576.244999,-330.057810,-322.240278,994.907573,-717.903622,359.515555,-13.833321,673.081503,-650.808388,-27.368205,-569.726177,-5.922556,950.222726,-857.019672,-755.687003,364.781234,917.933457,-284.205800,-974.450944,907.723619,-243.952345,872.562484,988.384479,-814.099454,-818.234940,348.787512,587.945492,-833.488028,540.774167,98.950960,515.689595,117.019166,768.893151,-806.550683,111.926738,-949.010472,552.964872,-901.906584,724.071031
902.156483,70.725211,-845.655146,-103.766073,20.947936,-702.674818,140.546924,-614.270830,-784.741362,856.341125,-588.721773,-877.017744,-387.611220,-716.159291,-888.633266,-201.710675,-534.394230,460.154246,-613.765183,-367.882259,0.928413,485.185778,-852.192664,-882.052422,254.078928,-658.743347,229.874315,305.068457,894.221525,327.967731,29.139488,796.378008,-601.307059,183.484342,-307.388066,419.640878,480.809523,833.158858,805.370048,696.068162,689.499982,-783.351727,819.050418,-698.111239,-499.511016,930.417152,100.178088,-33.905247,390.571397,486.412905,598.212495,-608.500191,-28.401318,746.019831,-490.552613,-774.322390,-912.723517,739.321702,530.746067,981.498009,67.289433,-440.114447,777.876016,465.982374,743.369896,-529.512051,-114.376748,224.179418,-696.353194,-309.006702,-79.752420,993.146789,-92.358428,-260.702002,-704.964450,408.130556,-330.284850,395.213637,-625.774692,-939.713454,-118.373459,972.437804,-548.213644,853.225224,718.457634,-38.766257,-921.097168,805.734117,-299.444555,609.648899,787.232125,767.844878,-830.465549,565.108140,233.827252,912.904347,-964.403912,-880.549498,137.083766,-660.757106
-189.556200,-942.668655,-667.610317,718.085373,-203.370657,-372.574768,126.215928,466.344492,-977.361131,500.441237,526.631039,-95.734589,472.879040,978.417396,-242.509367,191.336673,-60.348862,-163.606534,-2.929209,640.206583,-553.957636,-215.697085,408.051460,-384.423184,-650.588945,-358.121290,-471.518838,-614.992858,-238.670787,665.564928,-275.749963,571.773014,722.896273,56.639719,289.858386,-480.474384,684.064953,-583.925687,985.870108,706.703822,916.515551,512.501146,-389.030768,389.394589,490.918541,368.459866,-419.268737,-569.430321,-795.146669,577.802053,-929.223740,-349.104304,-637.895033,478.827721,266.472512,-288.483978,-879.293569,794.953674,96.523165,-117.964356,460.518602,820.773202,-546.191343,183.414874,-122.587079,743.667043,702.940490,-438.522127,-840.258645,688.810598,-731.818306,-923.743095,201.311743,-120.849074,465.651495,-307.769715,-752.389209,-953.617243,122.799963,-547.535877,624.184810,193.576224,103.359818,986.289778,-327.596056,-630.167671,-302.194200,-206.889624,-835.213998,794.328965,675.146020,625.304604,615.102166,-871.045324,-191.280522,-507.484914,872.621719,-488.340033,53.992959,-967.636926
-799.529436,322.174653,-891.380021,401.782308,-798.674421,574.271474,-905.987408,-551.063631,620.654231,216.812555,-98.599508,244.839040,-589.611222,-995.239691,231.128818,82.792723,-625.407362,928.934618,875.903099,-460.621360,723.263582,551.049118,-835.316757,338.365747,680.003794,-26.597279,830.880835,552.625512,485.062689,-115.126207,584.988585,685.533253,-792.951554,693.608565,87.315561,-591.625975,267.880038,181.328153,-142.689606,-111.465731,-601.859293,758.710887,-866.626692,-191.470514,763.471196,364.502126,891.322209,-861.936166,293.436743,767.225307,-322.557525,16.700324,318.274424,-157.874282,-644.933929,-1.721783,815.528440,-814.053095,-449.096272,300.591129,70.820698,-864.107687,-13.875619,277.869144,829.500878,-926.560058,686.243169,97.380915,254.768095,-456.446437,985.915184,652.908803,-697.735551,-880.711508,-538.561712,-934.264355,483.790618,-647.239503,-796.200521,-222.772639,-880.014197,-118.758047,793.927685,438.260227,723.367672,-851.006244,-563.461557,538.896112,-665.059339,-12.557829,-160.512761,405.761360,123.334484,825.611620,-316.369497,-47.164639,899.051562,-630.126328,-949.783724,153.819657
-86.572765,-963.868541,-193.271542,215.691684,-844.580049,268.166747,281.427329,639.210570,620.927243,485.226809,-583.562069,740.913046,-633.531239,-789.634385,179.173273,-910.163567,-640.640628,615.711716,628.732544,-305.699967,-396.846114,-531.780218,-899.938608,726.488370,-706.168597,-216.308104,-320.676270,-807.117036,153.565568,-270.459993,346.702620,-933.007198,-234.328533,-846.568922,282.684486,-78.908582,421.597824,-435.888186,-439.698012,42.525067,-950.661378,-23.260082,-216.561888,-584.192616,187.105534,962.611385,-494.356183,546.464906,578.323100,-865.623639,-759.235063,-818.523015,-397.403856,-659.173670,907.965356,-103.572454,124.518225,-412.710915,89.310511,-721.916208,316.829092,-563.986870,-654.923406,-917.499442,-410.555792,627.761080,3.591977,-988.957969,-808.127107,563.893965,53.567099,-758.788484,-459.366117,837.005211,-342.981100,727.739417,799.616596,162.662717,274.204322,377.939694,297.039078,514.969260,559.416679,899.635223,855.795590,467.382034,-203.937232,-19.686185,-945.328881,885.373278,258.397607,371.500211,-678.613592,603.474201,454.000770,-89.169384,231.235279,-542.407254,-78.127352,423.108172
-978.513290,975.439747,664.319688,-437.879407,812.444958,-678.661412,-710.139991,612.061553,484.001306,564.064332,-9.998754,-218.959617,79.033591,-450.582075,-319.324395,-65.170819,-983.200042,476.738374,915.142995,-928.528923,362.111651,173.540601,442.971289,683.498059,-222.985199,-103.027942,-405.671325,-991.749921,354.564804,516.201324,431.358251,376.051514,491.641070,95.677940,938.172108,304.086026,417.016527,-771.967883,-83.852422,-98.982168,792.096449,906.148825,682.058216,-128.869961,-544.433251,-637.266180,805.959220,-527.633292,839.472193,721.102214,-456.162214,201.583844,-105.357186,986.809075,-114.918097,671.657615,-116.218867,479.410578,679.907694,-761.654064,-4.388099,111.265945,614.397450,-512.747030,-793.056116,552.569558,791.338997,623.960412,780.601675,-292.513426,-475.021757,572.698123,-386.364602,-792.963542,-556.171839,69.202147,-430.229721,-750.212620,541.568856,-590.757529,970.889594,-914.593359,610.826315,-134.467592,-927.784285,-504.091782,-462.809978,-44.003153,975.318796,-782.902284,194.342783,-29.069304,328.363660,-191.259767,458.183666,535.307545,-638.690210,249.522661,159.267956,-858.088536
957.009236,684.246199,714.609587,-429.355367,891.282658,-841.562253,639.846781,-538.947064,-591.774873,181.415636,-129.704593,-620.885280,266.822276,-518.878278,244.647128,339.037991,-22.970060,781.837150,-704.965162,-47.651265,998.934866,489.377621,923.279431,327.298525,-701.882146,381.463095,-137.393931,-340.572356,-369.014243,-978.125975,-198.660892,-412.005008,706.120225,-484.051306,158.639625,597.402882,-325.613560,-201.513595,-941.544184,82.611567,979.902041,-71.248777,461.726287,246.724316,409.872945,-293.626586,-414.237693,-613.097116,-511.789436,-119.202855,339.251619,-512.854571,-629.825234,262.531048,814.443955,-331.707379,-356.005856,-322.949976,327.720265,274.979900,-301.075951,-870.940627,862.974892,-594.955727,-354.991934,21.614517,-997.552847,319.394507,820.100923,-939.097030,-597.993927,800.002963,-10.345807,863.732361,46.727280,-600.472862,-429.894225,632.489587,-213.569978,58.316339,-486.713269,-874.318359,545.461768,-116.538503,388.212689,359.905722,551.754118,-967.793168,-963.044254,-120.525618,307.186732,-264.120205,8.533755,170.161623,140.924068,653.541821,-808.223860,143.371221,-27.063673,-988.122938
204.274191,374.942401,811.880025,-806.071617,238.674761,-141.392696,-406.544478,808.780536,-508.903110,379.885545,-132.903126,4.383621,505.567185,-587.441358,887.845119,-106.220127,772.464365,439.599236,-74.013294,809.420111,-680.926382,-766.826563,-454.700095,327.607372,403.335061,686.223972,-18.850807,595.111200,-170.404807,954.085520,606.988262,-966.130617,329.027921,418.868286,-772.202233,-432.297319,-722.524410,-178.746711,-623.516783,-231.427520,-798.861167,243.580091,772.956102,706.706018,656.138734,660.801221,-399.514109,428.603098,100.400456,526.472597,238.023208,419.474074,759.646034,783.323114,-252.918554,162.981093,469.547085,728.230639,-241.907707,-700.857722,682.316160,-634.919446,-666.988339,11.344079,783.948841,-439.190572,579.046761,-938.575570,382.062718,955.529978,-170.003090,583.201551,199.110069,-397.046989,289.907569,-144.751197,-736.245769,890.393460,-716.148100,364.154688,416.866056,521.875108,-216.371239,176.512089,305.198221,530.710207,-660.506817,-225.254694,258.940846,97.585476,73.887584,-58.742995,462.666031,406.899245,952.601084,246.614871,967.708674,531.647845,308.039302,349.771391
487.177823,-861.963789,-67.027059,-313.712109,-259.010777,-777.119491,541.536694,4.743455,-886.726032,825.388594,-631.101859,530.140024,347.263702,152.526903,-293.347886,-347.538077,-316.762890,46.145296,427.207229,942.177956,-856.269229,-498.905187,-116.565040,606.396802,907.994058,-163.963956,-146.988328,875.702731,-632.316111,-838.949027,225.474122,854.861711,-700.912815,-841.552937,-458.850398,40.076408,-618.672428,-917.313705,-955.180138,-505.398460,908.074889,-586.281996,-975.258436,255.338591,566.244907,-268.606322,907.800514,-750.517985,777.538974,335.007743,-808.340030,921.269746,836.102555,75.094930,527.666546,744.096612,911.130975,-619.321782,619.799344,-721.185137,-458.270809,-154.726536,-866.323427,-159.183625,3.720527,-325.173825,880.892783,385.048100,-242.487530,925.712646,879.649640,-334.412641,-660.569351,904.391204,920.925951,905.675556,-364.215119,828.726464,-844.842429,-586.676146,163.734206,-653.182459,-665.406401,-0.163240,421.912472,862.260146,-256.066628,333.043446,-757.061637,-636.267286,611.858309,-215.332446,209.006180,745.534882,625.483930,-787.273294,-579.638944,506.376712,597.774805,177.873527
